"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error","age_positive"
20613,13627,"Plan B Pond",41462,"Lead-210",-49.2,3,12830,-60,-50.2,-48.2,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PLANB',d.max=388,depths.file=TRUE)

Bacon settings: 
0 #d.min
388 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2500,-112.08801,-111.46729,2,1999.2
20613,13627,"Plan B Pond",41463,"Lead-210",-42.8,5,12830,-60,-43.8,-41.8,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PLANB',d.max=388,depths.file=TRUE)

Bacon settings: 
0 #d.min
388 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2500,-112.08801,-111.46729,2,1992.8
20613,13627,"Plan B Pond",41464,"Lead-210",-35.1,7,12830,-60,-36.1,-34.1,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PLANB',d.max=388,depths.file=TRUE)

Bacon settings: 
0 #d.min
388 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2500,-112.08801,-111.46729,2,1985.1
20613,13627,"Plan B Pond",41465,"Lead-210",-26,9,12830,-60,-27,-25,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PLANB',d.max=388,depths.file=TRUE)

Bacon settings: 
0 #d.min
388 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2500,-112.08801,-111.46729,2,1976
20613,13627,"Plan B Pond",41466,"Lead-210",-15.1,11,12830,-60,-17.1,-13.1,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PLANB',d.max=388,depths.file=TRUE)

Bacon settings: 
0 #d.min
388 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2500,-112.08801,-111.46729,4,1965.1
20613,13627,"Plan B Pond",41467,"Lead-210",-3.5,13,12830,-60,-6.5,-0.5,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PLANB',d.max=388,depths.file=TRUE)

Bacon settings: 
0 #d.min
388 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2500,-112.08801,-111.46729,6,1953.5
20613,13627,"Plan B Pond",41468,"Lead-210",6.9,15,12830,-60,2.9,10.9,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PLANB',d.max=388,depths.file=TRUE)

Bacon settings: 
0 #d.min
388 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2500,-112.08801,-111.46729,8,1943.1
20613,13627,"Plan B Pond",41469,"Lead-210",15.8,17,12830,-60,9.8,21.8,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PLANB',d.max=388,depths.file=TRUE)

Bacon settings: 
0 #d.min
388 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2500,-112.08801,-111.46729,12,1934.2
20613,13627,"Plan B Pond",41470,"Lead-210",51.1,19,12830,-60,38.1,64.1,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PLANB',d.max=388,depths.file=TRUE)

Bacon settings: 
0 #d.min
388 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2500,-112.08801,-111.46729,26,1898.9
20616,13628,"Bison Lake",78180,"Lead-210",89.2,21,12900,-60,74.25,104.15,"SKOPE","Based on IntCal13 calibration curve. The mean ages differ little from the Anderson et al. 2015 chronology. The bottommost 14C date at 379 cm on bulk organics, regarded as too old by Anderson et al. (2015), is not used.

Bacon command line:
Bacon(""BISONCO"",thick=5,acc.mean=35,d.max=378,depths.file=TRUE)

Bacon settings file:
1 #d.min
378 #d.max
1 #d.by
1 #depths.file
NA #slump
35 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3255,-107.34939,-107.34226,29.9,1860.8
20616,13628,"Bison Lake",78186,"Lead-210",-59.1,1,12900,-60,-60.82,-57.38,"SKOPE","Based on IntCal13 calibration curve. The mean ages differ little from the Anderson et al. 2015 chronology. The bottommost 14C date at 379 cm on bulk organics, regarded as too old by Anderson et al. (2015), is not used.

Bacon command line:
Bacon(""BISONCO"",thick=5,acc.mean=35,d.max=378,depths.file=TRUE)

Bacon settings file:
1 #d.min
378 #d.max
1 #d.by
1 #depths.file
NA #slump
35 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3255,-107.34939,-107.34226,3.44,2009.1
20616,13628,"Bison Lake",78187,"Lead-210",-50,3,12900,-60,-52.03,-47.97,"SKOPE","Based on IntCal13 calibration curve. The mean ages differ little from the Anderson et al. 2015 chronology. The bottommost 14C date at 379 cm on bulk organics, regarded as too old by Anderson et al. (2015), is not used.

Bacon command line:
Bacon(""BISONCO"",thick=5,acc.mean=35,d.max=378,depths.file=TRUE)

Bacon settings file:
1 #d.min
378 #d.max
1 #d.by
1 #depths.file
NA #slump
35 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3255,-107.34939,-107.34226,4.06,2000
20616,13628,"Bison Lake",78188,"Lead-210",-39.4,5,12900,-60,-41.72,-37.08,"SKOPE","Based on IntCal13 calibration curve. The mean ages differ little from the Anderson et al. 2015 chronology. The bottommost 14C date at 379 cm on bulk organics, regarded as too old by Anderson et al. (2015), is not used.

Bacon command line:
Bacon(""BISONCO"",thick=5,acc.mean=35,d.max=378,depths.file=TRUE)

Bacon settings file:
1 #d.min
378 #d.max
1 #d.by
1 #depths.file
NA #slump
35 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3255,-107.34939,-107.34226,4.64,1989.4
20616,13628,"Bison Lake",78189,"Lead-210",-29.3,7,12900,-60,-31.42,-27.18,"SKOPE","Based on IntCal13 calibration curve. The mean ages differ little from the Anderson et al. 2015 chronology. The bottommost 14C date at 379 cm on bulk organics, regarded as too old by Anderson et al. (2015), is not used.

Bacon command line:
Bacon(""BISONCO"",thick=5,acc.mean=35,d.max=378,depths.file=TRUE)

Bacon settings file:
1 #d.min
378 #d.max
1 #d.by
1 #depths.file
NA #slump
35 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3255,-107.34939,-107.34226,4.24,1979.3
20616,13628,"Bison Lake",78190,"Lead-210",-17.3,9,12900,-60,-19.91,-14.69,"SKOPE","Based on IntCal13 calibration curve. The mean ages differ little from the Anderson et al. 2015 chronology. The bottommost 14C date at 379 cm on bulk organics, regarded as too old by Anderson et al. (2015), is not used.

Bacon command line:
Bacon(""BISONCO"",thick=5,acc.mean=35,d.max=378,depths.file=TRUE)

Bacon settings file:
1 #d.min
378 #d.max
1 #d.by
1 #depths.file
NA #slump
35 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3255,-107.34939,-107.34226,5.22,1967.3
20616,13628,"Bison Lake",78191,"Lead-210",-10.3,10,12900,-60,-13.42,-7.18,"SKOPE","Based on IntCal13 calibration curve. The mean ages differ little from the Anderson et al. 2015 chronology. The bottommost 14C date at 379 cm on bulk organics, regarded as too old by Anderson et al. (2015), is not used.

Bacon command line:
Bacon(""BISONCO"",thick=5,acc.mean=35,d.max=378,depths.file=TRUE)

Bacon settings file:
1 #d.min
378 #d.max
1 #d.by
1 #depths.file
NA #slump
35 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3255,-107.34939,-107.34226,6.24,1960.3
20616,13628,"Bison Lake",78192,"Lead-210",-2.3,11,12900,-60,-6.16,1.56,"SKOPE","Based on IntCal13 calibration curve. The mean ages differ little from the Anderson et al. 2015 chronology. The bottommost 14C date at 379 cm on bulk organics, regarded as too old by Anderson et al. (2015), is not used.

Bacon command line:
Bacon(""BISONCO"",thick=5,acc.mean=35,d.max=378,depths.file=TRUE)

Bacon settings file:
1 #d.min
378 #d.max
1 #d.by
1 #depths.file
NA #slump
35 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3255,-107.34939,-107.34226,7.72,1952.3
20616,13628,"Bison Lake",78193,"Lead-210",9.8,13,12900,-60,7.65,11.95,"SKOPE","Based on IntCal13 calibration curve. The mean ages differ little from the Anderson et al. 2015 chronology. The bottommost 14C date at 379 cm on bulk organics, regarded as too old by Anderson et al. (2015), is not used.

Bacon command line:
Bacon(""BISONCO"",thick=5,acc.mean=35,d.max=378,depths.file=TRUE)

Bacon settings file:
1 #d.min
378 #d.max
1 #d.by
1 #depths.file
NA #slump
35 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3255,-107.34939,-107.34226,4.3,1940.2
20616,13628,"Bison Lake",78194,"Lead-210",17,14,12900,-60,14.51,19.49,"SKOPE","Based on IntCal13 calibration curve. The mean ages differ little from the Anderson et al. 2015 chronology. The bottommost 14C date at 379 cm on bulk organics, regarded as too old by Anderson et al. (2015), is not used.

Bacon command line:
Bacon(""BISONCO"",thick=5,acc.mean=35,d.max=378,depths.file=TRUE)

Bacon settings file:
1 #d.min
378 #d.max
1 #d.by
1 #depths.file
NA #slump
35 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3255,-107.34939,-107.34226,4.98,1933
20616,13628,"Bison Lake",78195,"Lead-210",29.3,15,12900,-60,25.99,32.61,"SKOPE","Based on IntCal13 calibration curve. The mean ages differ little from the Anderson et al. 2015 chronology. The bottommost 14C date at 379 cm on bulk organics, regarded as too old by Anderson et al. (2015), is not used.

Bacon command line:
Bacon(""BISONCO"",thick=5,acc.mean=35,d.max=378,depths.file=TRUE)

Bacon settings file:
1 #d.min
378 #d.max
1 #d.by
1 #depths.file
NA #slump
35 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3255,-107.34939,-107.34226,6.62,1920.7
20616,13628,"Bison Lake",78196,"Lead-210",38.6,16,12900,-60,34.4,42.8,"SKOPE","Based on IntCal13 calibration curve. The mean ages differ little from the Anderson et al. 2015 chronology. The bottommost 14C date at 379 cm on bulk organics, regarded as too old by Anderson et al. (2015), is not used.

Bacon command line:
Bacon(""BISONCO"",thick=5,acc.mean=35,d.max=378,depths.file=TRUE)

Bacon settings file:
1 #d.min
378 #d.max
1 #d.by
1 #depths.file
NA #slump
35 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3255,-107.34939,-107.34226,8.4,1911.4
20616,13628,"Bison Lake",78197,"Lead-210",47.5,17,12900,-60,42.19,52.81,"SKOPE","Based on IntCal13 calibration curve. The mean ages differ little from the Anderson et al. 2015 chronology. The bottommost 14C date at 379 cm on bulk organics, regarded as too old by Anderson et al. (2015), is not used.

Bacon command line:
Bacon(""BISONCO"",thick=5,acc.mean=35,d.max=378,depths.file=TRUE)

Bacon settings file:
1 #d.min
378 #d.max
1 #d.by
1 #depths.file
NA #slump
35 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3255,-107.34939,-107.34226,10.62,1902.5
20616,13628,"Bison Lake",78198,"Lead-210",66.4,19,12900,-60,58.35,74.45,"SKOPE","Based on IntCal13 calibration curve. The mean ages differ little from the Anderson et al. 2015 chronology. The bottommost 14C date at 379 cm on bulk organics, regarded as too old by Anderson et al. (2015), is not used.

Bacon command line:
Bacon(""BISONCO"",thick=5,acc.mean=35,d.max=378,depths.file=TRUE)

Bacon settings file:
1 #d.min
378 #d.max
1 #d.by
1 #depths.file
NA #slump
35 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3255,-107.34939,-107.34226,16.1,1883.6
20618,13629,"Quag Pond",41485,"Lead-210",-40,1,970,-50,-41,-39,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,2,1990
20618,13629,"Quag Pond",41486,"Lead-210",-37,2,970,-50,-38,-36,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,2,1987
20618,13629,"Quag Pond",41487,"Lead-210",-29,3,970,-50,-30,-28,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,2,1979
20618,13629,"Quag Pond",41488,"Lead-210",-15,4,970,-50,-17,-13,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,4,1965
20618,13629,"Quag Pond",41489,"Lead-210",-8,5,970,-50,-11,-5,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,6,1958
20618,13629,"Quag Pond",41490,"Lead-210",0,6,970,-50,-4,4,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,8,1950
20618,13629,"Quag Pond",41491,"Lead-210",2,7,970,-50,-2,6,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,8,1948
20618,13629,"Quag Pond",41492,"Lead-210",5,8,970,-50,1,9,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,8,1945
20618,13629,"Quag Pond",41493,"Lead-210",8,9,970,-50,3,13,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,10,1942
20618,13629,"Quag Pond",41494,"Lead-210",20,10,970,-50,14,26,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,12,1930
20618,13629,"Quag Pond",41495,"Lead-210",31,11,970,-50,22,40,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,18,1919
20618,13629,"Quag Pond",41496,"Lead-210",45,12,970,-50,33,57,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,24,1905
