"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error"
14674,9889,"Blackwoods Hollow",31448,"Radiocarbon",7280,103.25,11950,120,7220,7340,"Neotoma 1","Based on IntCal13 calibration curve.

Bacon command line: Bacon(""BLKWOODS"",thick=3,acc.mean=50,depths.file=TRUE)

Bacon settings file:
0 #d.min
179.25 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob
",FALSE,30,-68.22387,-68.22341,60
14674,9889,"Blackwoods Hollow",31449,"Radiocarbon",9510,136.25,11950,120,9450,9570,"Neotoma 1","Based on IntCal13 calibration curve.

Bacon command line: Bacon(""BLKWOODS"",thick=3,acc.mean=50,depths.file=TRUE)

Bacon settings file:
0 #d.min
179.25 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob
",FALSE,30,-68.22387,-68.22341,60
14674,9889,"Blackwoods Hollow",31450,"Radiocarbon",9970,179.25,11950,120,9910,10030,"Neotoma 1","Based on IntCal13 calibration curve.

Bacon command line: Bacon(""BLKWOODS"",thick=3,acc.mean=50,depths.file=TRUE)

Bacon settings file:
0 #d.min
179.25 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob
",FALSE,30,-68.22387,-68.22341,60
14676,9890,"Buckley Pond Hollow",31452,"Radiocarbon",460,17.25,8920,110,410,510,"Neotoma 1","Three dates near the Tsuga decline were rejected a priori as too young following Schauffler & Jacobson (2002). If these dates are retained in the Bacon age model, Bacon rejects the date of the Tsuga decline as an outlier. Age model is based on the IntCal13 calibration curve.

Bacon command line: Bacon('BUCKLEY',thick=2,acc.mean=140,depths.file=TRUE)

Bacon settings file:
0 #d.min
77.75 #d.max
1 #d.by
1 #depths.file
NA #slump
140 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,360,-69.05036,-69.04847,50
14676,9890,"Buckley Pond Hollow",31453,"Radiocarbon",1220,24.25,8920,110,1160,1280,"Neotoma 1","Three dates near the Tsuga decline were rejected a priori as too young following Schauffler & Jacobson (2002). If these dates are retained in the Bacon age model, Bacon rejects the date of the Tsuga decline as an outlier. Age model is based on the IntCal13 calibration curve.

Bacon command line: Bacon('BUCKLEY',thick=2,acc.mean=140,depths.file=TRUE)

Bacon settings file:
0 #d.min
77.75 #d.max
1 #d.by
1 #depths.file
NA #slump
140 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,360,-69.05036,-69.04847,60
14676,9890,"Buckley Pond Hollow",31454,"Radiocarbon",2350,29.25,8920,110,2300,2400,"Neotoma 1","Three dates near the Tsuga decline were rejected a priori as too young following Schauffler & Jacobson (2002). If these dates are retained in the Bacon age model, Bacon rejects the date of the Tsuga decline as an outlier. Age model is based on the IntCal13 calibration curve.

Bacon command line: Bacon('BUCKLEY',thick=2,acc.mean=140,depths.file=TRUE)

Bacon settings file:
0 #d.min
77.75 #d.max
1 #d.by
1 #depths.file
NA #slump
140 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,360,-69.05036,-69.04847,50
14676,9890,"Buckley Pond Hollow",31455,"Radiocarbon",3380,40.25,8920,110,3330,3430,"Neotoma 1","Three dates near the Tsuga decline were rejected a priori as too young following Schauffler & Jacobson (2002). If these dates are retained in the Bacon age model, Bacon rejects the date of the Tsuga decline as an outlier. Age model is based on the IntCal13 calibration curve.

Bacon command line: Bacon('BUCKLEY',thick=2,acc.mean=140,depths.file=TRUE)

Bacon settings file:
0 #d.min
77.75 #d.max
1 #d.by
1 #depths.file
NA #slump
140 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,360,-69.05036,-69.04847,50
14676,9890,"Buckley Pond Hollow",31456,"Radiocarbon",6540,69.25,8920,110,6490,6590,"Neotoma 1","Three dates near the Tsuga decline were rejected a priori as too young following Schauffler & Jacobson (2002). If these dates are retained in the Bacon age model, Bacon rejects the date of the Tsuga decline as an outlier. Age model is based on the IntCal13 calibration curve.

Bacon command line: Bacon('BUCKLEY',thick=2,acc.mean=140,depths.file=TRUE)

Bacon settings file:
0 #d.min
77.75 #d.max
1 #d.by
1 #depths.file
NA #slump
140 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,360,-69.05036,-69.04847,50
14676,9890,"Buckley Pond Hollow",31457,"Radiocarbon",9550,77.75,8920,110,9440,9660,"Neotoma 1","Three dates near the Tsuga decline were rejected a priori as too young following Schauffler & Jacobson (2002). If these dates are retained in the Bacon age model, Bacon rejects the date of the Tsuga decline as an outlier. Age model is based on the IntCal13 calibration curve.

Bacon command line: Bacon('BUCKLEY',thick=2,acc.mean=140,depths.file=TRUE)

Bacon settings file:
0 #d.min
77.75 #d.max
1 #d.by
1 #depths.file
NA #slump
140 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,360,-69.05036,-69.04847,110
14678,9891,"Isle au Haut North Hollow",103764,"Radiocarbon",1020,40.25,3700,-10,980,1060,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
60.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,75,-68.6354,44.0651,40
14678,9891,"Isle au Haut North Hollow",103765,"Radiocarbon",1400,47.25,3700,-10,1340,1460,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
60.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,75,-68.6354,44.0651,60
14678,9891,"Isle au Haut North Hollow",103766,"Radiocarbon",1046,50,3700,-10,936,1156,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
60.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,75,-68.6354,44.0651,110
14678,9891,"Isle au Haut North Hollow",103767,"Radiocarbon",3880,60.5,3700,-10,3840,3920,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
60.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,75,-68.6354,44.0651,40
14680,9892,"Isle au Haut South Hollow",31466,"Radiocarbon",120,24.25,5010,70,-20,260,"Neotoma 1",NA,FALSE,65,-68.63103,-68.6297,140
14680,9892,"Isle au Haut South Hollow",31467,"Radiocarbon",140,27.25,5010,70,80,200,"Neotoma 1",NA,FALSE,65,-68.63103,-68.6297,60
14680,9892,"Isle au Haut South Hollow",31468,"Radiocarbon",2520,33.75,5010,70,2460,2580,"Neotoma 1",NA,FALSE,65,-68.63103,-68.6297,60
14680,9892,"Isle au Haut South Hollow",31469,"Radiocarbon",4410,44,5010,70,4350,4470,"Neotoma 1",NA,FALSE,65,-68.63103,-68.6297,60
14682,9893,"Roque Island Hollow",103770,"Radiocarbon",640,24.25,9900,-50,590,690,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
112 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,20,-67.53483,-67.52656,50
14682,9893,"Roque Island Hollow",103771,"Radiocarbon",1250,38.25,9900,-50,1200,1300,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
112 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,20,-67.53483,-67.52656,50
14682,9893,"Roque Island Hollow",103772,"Radiocarbon",2700,55.25,9900,-50,2660,2740,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
112 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,20,-67.53483,-67.52656,40
14682,9893,"Roque Island Hollow",103773,"Radiocarbon",5250,75.25,9900,-50,5210,5290,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
112 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,20,-67.53483,-67.52656,40
14682,9893,"Roque Island Hollow",103774,"Radiocarbon",6130,87.25,9900,-50,6080,6180,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
112 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,20,-67.53483,-67.52656,50
14682,9893,"Roque Island Hollow",103775,"Radiocarbon",8510,112,9900,-50,8430,8590,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
112 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,20,-67.53483,-67.52656,80
14684,9894,"Schoodic Peninsula Hollow",31483,"Radiocarbon",3340,42.25,8260,170,3290,3390,"Neotoma 1","Rejected date at 30.2 cm.  Chron1 is based on a top date and three C14 dates.",FALSE,10,-68.07328,-68.07192,50
14684,9894,"Schoodic Peninsula Hollow",31484,"Radiocarbon",3720,50.75,8260,170,3680,3760,"Neotoma 1","Rejected date at 30.2 cm.  Chron1 is based on a top date and three C14 dates.",FALSE,10,-68.07328,-68.07192,40
14684,9894,"Schoodic Peninsula Hollow",31486,"Radiocarbon",7140,63.5,8260,170,7080,7200,"Neotoma 1","Rejected date at 30.2 cm.  Chron1 is based on a top date and three C14 dates.",FALSE,10,-68.07328,-68.07192,60
14768,491,"Conroy Lake",31560,"Radiocarbon",9090,596,12930,9220,9005,9175,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('CONROYME',depths.file=TRUE)

Bacon settings:",FALSE,137,-67.88333,46.28333,85
14768,491,"Conroy Lake",31561,"Radiocarbon",10070,605,12930,9220,10010,10130,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('CONROYME',depths.file=TRUE)

Bacon settings:",FALSE,137,-67.88333,46.28333,60
14768,491,"Conroy Lake",31562,"Radiocarbon",10450,618,12930,9220,10360,10540,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('CONROYME',depths.file=TRUE)

Bacon settings:",FALSE,137,-67.88333,46.28333,90
14768,491,"Conroy Lake",31563,"Radiocarbon",10680,675,12930,9220,10590,10770,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('CONROYME',depths.file=TRUE)

Bacon settings:",FALSE,137,-67.88333,46.28333,90
14768,491,"Conroy Lake",31564,"Radiocarbon",11135,682,12930,9220,11025,11245,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('CONROYME',depths.file=TRUE)

Bacon settings:",FALSE,137,-67.88333,46.28333,110
14792,9942,"Yahoo Lake",31591,"Radiocarbon",3620,110,13790,300,3570,3670,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('YAHOO',depths.file=TRUE)

Bacon settings:
0 #d.min
408 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,709,-124.02015,-124.01702,50
14792,9942,"Yahoo Lake",31592,"Radiocarbon",5845,198.5,13790,300,5785,5905,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('YAHOO',depths.file=TRUE)

Bacon settings:
0 #d.min
408 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,709,-124.02015,-124.01702,60
14792,9942,"Yahoo Lake",31594,"Radiocarbon",8175,294,13790,300,8065,8285,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('YAHOO',depths.file=TRUE)

Bacon settings:
0 #d.min
408 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,709,-124.02015,-124.01702,110
14792,9942,"Yahoo Lake",31595,"Radiocarbon",9980,356.5,13790,300,9865,10095,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('YAHOO',depths.file=TRUE)

Bacon settings:
0 #d.min
408 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,709,-124.02015,-124.01702,115
14792,9942,"Yahoo Lake",31596,"Radiocarbon",11915,408,13790,300,11820,12010,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('YAHOO',depths.file=TRUE)

Bacon settings:
0 #d.min
408 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,709,-124.02015,-124.01702,95
14794,9943,"Two Frog Lake",31600,"Radiocarbon",2210,81,14430,-50,2170,2250,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('TWOFROG',depths.file=TRUE)

0 #d.min
445 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,4,-127.53633,-127.53174,40
14794,9943,"Two Frog Lake",31601,"Radiocarbon",7550,293,14430,-50,7480,7620,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('TWOFROG',depths.file=TRUE)

0 #d.min
445 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,4,-127.53633,-127.53174,70
14794,9943,"Two Frog Lake",31602,"Radiocarbon",8620,310,14430,-50,8580,8660,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('TWOFROG',depths.file=TRUE)

0 #d.min
445 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,4,-127.53633,-127.53174,40
14794,9943,"Two Frog Lake",31603,"Radiocarbon",11040,445,14430,-50,10990,11090,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('TWOFROG',depths.file=TRUE)

0 #d.min
445 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,4,-127.53633,-127.53174,50
14797,9944,"South Bog",103779,"Radiocarbon",690,20,3500,-60,650,730,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
77.5 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,35,-67.21869,-67.18719,40
14797,9944,"South Bog",103780,"Radiocarbon",2020,36,3500,-60,1980,2060,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
77.5 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,35,-67.21869,-67.18719,40
14797,9944,"South Bog",103781,"Radiocarbon",2900,77.5,3500,-60,2840,2960,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
77.5 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,35,-67.21869,-67.18719,60
