"siteID","sitename","lon","lat","datasetid","handle","bestacc","acc.shape.old","hiatus","acc.mean.mod","acc.shape.mod","bestthick","mem.mean","mem.strength","reliableold","reliableyoung","notes_selection","description",
1591,"Little Lake",-66.713325,45.143555,1640,"LITTLELK",50,0.9,0,3.02,0.53,15,0.5,2,3580,28,"FALSE","Small kettle-hole lake. Physiography: New Brunswick Highlands. Surrounding vegetation: Acer saccharum, Tsuga, Pinus.",
1600,"Little Lake",-63.93664,44.668195,1651,"LLAKE",20,0.9,0,3.02,0.53,20,0.5,2,12475,12225,"FALSE","Small pond surrounded by steep banks. Physiography: broad rolling lowland, Appalachian Prov.. Surrounding vegetation: Sphagnum, P. mariana, P. glauca, Larix.",
1604,"Lockport Gulf Section",-78.716667,43.166667,1655,"LOCKPORT",20,0.9,0,3.02,0.53,20,0.5,2,10836,10181,"FALSE","Ancient L. Ontario spillway channel.",
1606,"Lone Fox Lake",-119.716667,56.716667,1657,"LONEFOX",50,0.9,0,3.02,0.53,15,0.5,2,1955,-32,"FALSE","Lake in ground morainal depression. Physiography: ground moraine in Clear Hills. Surrounding vegetation: Picea mariana, P. glauca, Pinus contorta.",
1611,"Loon Pond",-68.2,45.033333,1663,"LOONPOND",10,0.9,0,3.02,0.53,20,0.5,2,2440,-26,"FALSE","Kettle lake in esker complex. Physiography: esker complex. Surrounding vegetation: spruce-fir, northern hardwoods.",
1612,"Lorino Exposure",-171.7,65.5,1664,"LORINO",20,0.9,0,3.02,0.53,20,0.5,2,7158,6580,"FALSE","Exposure of peat and alluvium. Physiography: coastal lowland. Surrounding vegetation: graminoid-Salix-Betula tundra.",
1618,"Louise Pond",-131.764345,52.94643,1670,"LOUISEPD",50,0.9,0,3.02,0.53,15,0.5,2,2176,20,"FALSE","Glacial scour lake. Physiography: Queen Charlotte Ranges, Louise Island. Surrounding vegetation: Tsuga mertensiana, Pinus contorta.",
1619,"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)",-80.415556,26.481111,1671,"LOXAHAT1",50,0.9,0,3.02,0.53,5,0.5,2,945,-39,"FALSE","Cladium marsh near tree island. Physiography: coastal plain. Surrounding vegetation: Cladium marsh near pop-up islands.",
1629,"Lynn Lake",-101.041944,56.841667,1684,"LYNNLAKE",10,0.9,0,3.02,0.53,10,0.5,2,6592,5839,"FALSE","Peat bank. Physiography: Cockburn end moraine system. Surrounding vegetation: Picea.",
1642,"Mangrove Lake",-64.75,32.3,1697,"MANGROVE",50,0.9,0,3.02,0.53,20,0.5,2,8821,26,"FALSE","Small lake (karstic","). Physiography: dune-like hills. Surrounding vegetation: golf course."
1643,"Mansell Pond",-68.733333,45.041667,1698,"MANSELL",50,0.9,0,3.02,0.53,15,0.5,2,3274,-25,"FALSE","Kettle lake. Physiography: lowland, Penobscot River Valley.",
1645,"Stewart's Dark Lake",-91.45,45.3,3781,"STWDARK2",10,0.9,0,3.02,0.53,15,0.5,2,11411,6527,"FALSE","NA",
1653,"Lac Martyne",-64.833333,56.783333,1709,"MARTYNE",20,0.9,0,3.02,0.53,20,0.5,2,1826,4106,"FALSE","NA",
1662,"Mayflower Lake",-66.070833,45.302778,1718,"MAYFLOWR",100,0.9,0,3.02,0.53,5,0.5,2,12673,9200,"FALSE","Small steep sided pond. Physiography: broad rolling lowlands, Appalachian Prov. Surrounding vegetation: Thuja, Picea, Betula, Acer,.",
1667,"McLaughlan Lake",-76.554167,45.363333,1723,"MCLAUGHL",20,0.9,0,3.02,0.53,20,0.5,2,7882,6452,"FALSE","NA",
1669,"McNearney Lake",-84.958333,46.427222,1725,"MCNRNY2A",10,0.9,0,3.02,0.53,5,0.5,2,30,-26,"FALSE","Seepage lake. Physiography: gently rolling terrain. Surrounding vegetation: Pinus/Tsuga/Acer/Fagus/Populus.",
1669,"McNearney Lake",-84.958333,46.427222,3485,"MCNRNY3A",5,0.9,0,3.02,0.53,10,0.5,2,43,-23,"FALSE","Seepage lake. Physiography: gently rolling terrain. Surrounding vegetation: Pinus/Tsuga/Acer/Fagus/Populus.",
1669,"McNearney Lake",-84.958333,46.427222,3486,"MCNRNY4A",50,0.9,0,3.02,0.53,10,0.5,2,22,-28,"FALSE","Seepage lake. Physiography: gently rolling terrain. Surrounding vegetation: Pinus/Tsuga/Acer/Fagus/Populus.",
1676,"Medicine Lake",-97.350125,44.98419,1732,"MEDICIN2",20,0.9,0,3.02,0.53,15,0.5,2,12394,11863,"FALSE","Lake in glacial outwash channel. Physiography: Prairie Coteau. Surrounding vegetation: pasture, hayed areas, Populus.",
1707,"Monhegan Island Meadow",-69.3,43.766667,1763,"MONHEGAN",50,0.9,0,3.02,0.53,10,0.5,2,8423,91,"FALSE","NA",
1710,"Montezuma Well",-111.75225,34.6492,1766,"MONTEZUM",20,0.9,0,3.02,0.53,5,0.5,2,6209,-32,"FALSE","Thermal spring sinkhole, 16 m deep. Surrounding vegetation: desert scrub/semidesert grassland.",
1711,"Moon Lake",-98.15984,46.85592,1768,"MOONEHOL",5,0.9,0,3.02,0.53,10,0.5,2,9288,-57,"FALSE","Kettle lake. Physiography: rolling end moraine. Native vegetaton: transition from tallgrass to mixed grass prairie. Heavily agricultural today.",
1712,"18 [Moraine Lake]",-58.05,52.266667,1769,"MORAINE",100,0.9,0,3.02,0.53,10,0.5,2,10791,168,"FALSE","NA",
1716,"Moulton Pond",-68.639167,44.6275,1773,"MOULTON",50,0.9,0,3.02,0.53,15,0.5,2,7361,16,"FALSE","NA",
1718,"Mud Creek Site 1",-80.604722,25.219722,1775,"MUDCRK1",50,0.9,0,3.02,0.53,5,0.5,2,646,-41,"FALSE","Dwarf Rhizophora/wet prairie. Physiography: coastal plain. Surrounding vegetation: dwarf Rhizophora scrub forest.",
1721,"Mud Lake",-94.75542,46.858935,1778,"MUDLKMN2",10,0.9,0,3.02,0.53,20,0.5,2,2417,-29,"FALSE","Kettle lake in drumlin field. Physiography: outwash capped drumlin field. Surrounding vegetation: Pinus banksiana forest.",
1731,"Natla Bog",-128.8,63.016667,1788,"NATLA",10,0.9,0,3.02,0.53,20,0.5,2,9192,8045,"FALSE","Bog dissected by Natla River. Physiography: intermontane basin. Surrounding vegetation: Betula, Cladonia, Carex, Sphagnum.",
1732,"Natural Lake",-95.386111,34.663333,1789,"NATURAL",50,0.9,0,3.02,0.53,10,0.5,2,597,-17,"FALSE","Lake on floodplain, formed on shale. Physiography: Ouachita Mountains. Surrounding vegetation: cattails, willows, elms, oaks.",
1733,"Nedlouc",-71.65,57.65,1791,"NED",50,0.9,0,3.02,0.53,20,0.5,2,3050,77,"FALSE","Rock basin lake. Physiography: Morainic plateau, shallow till. Surrounding vegetation: Shrub tundra / Forest tundra.",
1741,"Nichols Brook Site",-78.477987,42.543575,1799,"NICHOLS1",20,0.9,0,3.02,0.53,20,0.5,2,10117,9552,"FALSE","Stream-bank section along Nichols Brook. Physiography: Chaffee outwash plain.",
1741,"Nichols Brook Site",-78.477987,42.543575,3497,"NICHOLS2",20,0.9,0,3.02,0.53,20,0.5,2,13371,12445,"FALSE","Stream-bank section along Nichols Brook. Physiography: Chaffee outwash plain.",
1760,"Water Conservation Area 3B, Nuthouse Far Tail",-80.556667,25.885556,1818,"NUTHSFT",100,0.9,0,3.02,0.53,10,0.5,2,3616,-13,"FALSE","NA",
1761,"Water Conservation Area 3B, Nuthouse Head",-80.5125,25.889167,1819,"NUTHSH",50,0.9,0,3.02,0.53,5,0.5,2,394,-42,"FALSE","NA",
1762,"Nutt Lake",-79.45,45.216667,1820,"NUTTLAKE",10,0.9,0,3.02,0.53,20,0.5,2,6275,-33,"FALSE","Glacial scour/kettle lake. Physiography: Canadian shield, rough and rocky. Surrounding vegetation: hemlock, maple, birch, beech forest.",
1766,"West Okoboji Lake",-95.2,43.333333,1824,"OKOBOJI",50,0.9,0,3.02,0.53,20,0.5,2,10484,7,"FALSE","Lake",
1768,"Old Field",-89.833333,37.116667,1826,"OLDFIELD",50,0.9,0,3.02,0.53,20,0.5,2,7900,7127,"FALSE","Morehouse Lowland, bottomland depression. Physiography: Mississppi River bottom. Surrounding vegetation: canebrakes and bottomland swamp forest.",
1772,"Ondris Pond",-94.408,46.341585,1831,"ONDRISPD",20,0.9,0,3.02,0.53,15,0.5,2,612,3,"FALSE","Depression in Crow Wing outwash plain. Physiography: little relief. Surrounding vegetation: oak woods.",
1781,"Otto Mielke Lake",-89.625,45.933333,1840,"OTTOMLK",5,0.9,0,3.02,0.53,10,0.5,2,55,-5,"FALSE","Seepage lake.",
1792,"Park Pond 1",-109.959444,43.468056,1852,"PARK1",100,0.9,0,3.02,0.53,5,0.5,2,5006,209,"FALSE","Kettle pond. Physiography: high plateau in Wind River Range. Surrounding vegetation: Artemisia grassland (Fish Creek Park).",
1797,"Pasacaco Pond",-71.45,41.516667,1859,"PASACACO",5,0.9,0,3.02,0.53,20,0.5,2,1034,-12,"FALSE","NA",
1815,"Third Lake",-92.010535,48.098755,3788,"THRDBGW",10,0.9,0,3.02,0.53,20,0.5,2,1738,134,"FALSE","Lake with surrounding bog. Physiography: low relief. Surrounding vegetation: Pinus/Populus/Abies/Sphagnum.",
1823,"Perch Lake",-77.34,46.03,16231,"PERCHON",50,0.9,0,3.02,0.53,20,0.5,2,4154,23,"FALSE","Small lake in bedrock depression. Physiography: thin till over bedrock.",
1824,"Perch Lake",-100.898889,51.651389,1888,"PERCHDUC",20,0.9,0,3.02,0.53,20,0.5,2,2912,-13,"FALSE","Small kettle lake. Physiography: Duck Mountain, Manitoba Escarpment. Surrounding vegetation: Picea, Populus.",
1826,"Lac Petel",-66.266667,50.55,1890,"PETEL",10,0.9,0,3.02,0.53,20,0.5,2,909,-24,"FALSE","Steep slopes, rugged terrain. Physiography: lake shore slopes steeply, Laurentide M.. Surrounding vegetation: balsam fir, black spruce.",
1827,"Peterson Slough",-95.316667,46.966667,1891,"PETERSL",10,0.9,0,3.02,0.53,20,0.5,2,1931,-29,"FALSE","Typha marsh with 1 ha open water. Physiography: Park Rapids Outwash Plain. Surrounding vegetation: Pinus banksiana/Quercus forest.",
1842,"Pixie Lake",-124.196667,48.596389,1906,"PIXIE",50,0.9,0,3.02,0.53,10,0.5,2,5323,-1,"FALSE","Kettle lake. Physiography: San Juan River floodplain. Surrounding vegetation: hemlock, cedar, fir.",
1896,"Poland Spring Pond",-70.35,44.033333,1961,"POLAND",50,0.9,0,3.02,0.53,20,0.5,2,9239,-26,"FALSE","Kettle lake in esker complex. Physiography: esker complex. Surrounding vegetation: white pine, northern hardwoods.",
1905,"Posy Lake",-111.7,37.95,1970,"POSYLAKE",20,0.9,0,3.02,0.53,20,0.5,2,2731,-38,"FALSE","Small lake on glacial till. Physiography: Aquarius plateau. Surrounding vegetation: Pinus/Pseudotsuga/Populus/Picea/Abies.",
1915,"Point Escuminac",-64.8,47.075,1981,"PTESCUMI",20,0.9,0,3.02,0.53,20,0.5,2,8640,1,"FALSE","Coastal peat cliffs, ombrotrophic bog. Physiography: level peatland.",
1916,"Chesapeake Bay, Potomac River",-76.22,38.026944,1982,"PTMC-3P2",20,0.9,0,3.02,0.53,20,0.5,2,2049,-16,"FALSE","Estuary. Physiography: coastal plain. Surrounding vegetation: not applicable.",
1918,"Chesapeake Bay, Patuxent River (2-P-5)",-76.309722,38.333333,1984,"PTXT-2P5",5,0.9,0,3.02,0.53,20,0.5,2,1032,230,"FALSE","Estuary. Physiography: coastal plain. Surrounding vegetation: not applicable.",
1934,"Pyle Site",-84.883333,40.666667,2001,"PYLE",20,0.9,0,3.02,0.53,20,0.5,2,12859,11689,"FALSE","Swale.",
1944,"Radtke Lake",-88.1,43.4,2011,"RADTKE",20,0.9,0,3.02,0.53,20,0.5,2,4874,-3,"FALSE","NA",
1945,"Rivi�re-aux-Feuilles 1",-72.066944,58.232778,2013,"RAF1",50,0.9,0,3.02,0.53,20,0.5,2,859,76,"FALSE","Rock basin in tundra barrens. Physiography: hilly morainic landscape, shallow till. Surrounding vegetation: Forest tundra.",
1946,"Rivi�re-aux-Feuilles 2",-71.95,58.216944,2015,"RAF2",50,0.9,0,3.02,0.53,15,0.5,2,1156,54,"FALSE","Rock basin. Physiography: shallow till-covered undulating plateau. Surrounding vegetation: Forest tundra.",
1947,"Tourbi�re de la Rivi�re-aux-Feuilles",-72.066944,58.232778,2016,"RAFT",5,0.9,0,3.02,0.53,15,0.5,2,658,1,"FALSE","Minerotrophic fen. Physiography: shallow till-covered undulating plateau. Surrounding vegetation: Forest tundra.",
1974,"Redondo Lake",-155.033333,67.683333,2047,"REDONDO",50,0.9,0,3.02,0.53,20,0.5,2,1677,1313,"FALSE","Kettle lake. Physiography: mountain valley. Surrounding vegetation: birch tundra, alder thickets, spruce.",
1976,"Redrock Lake",-105.541667,40.083333,2049,"REDROCK",100,0.9,0,3.02,0.53,15,0.5,2,8094,-177,"FALSE","Depression in moraine (Mid Pindale age). Physiography: low morainic ridges in Front Range. Surrounding vegetation: Pinus, Populus, Juniperus, Ericaceae.",
1979,"Reidel Lake",-95.284167,46.211944,2053,"REIDEL",50,0.9,0,3.02,0.53,15,0.5,2,10639,-26,"FALSE","Kettle lake in Parkers Prairie sandplain. Physiography: outwash plain, local relief 6 m. Surrounding vegetation: oak woodland.",
1987,"Chesapeake Bay, Rhode River",-76.394722,38.886389,2061,"RHODERVR",10,0.9,0,3.02,0.53,20,0.5,2,2526,-46,"FALSE","Estuary. Physiography: coastal plain. Surrounding vegetation: not applicable.",
1989,"Rhule Fen",-85.741667,39.953611,2063,"RHULEFEN",20,0.9,0,3.02,0.53,5,0.5,2,10224,9326,"FALSE","Fen. Physiography: till plain. Surrounding vegetation: wetland.",
1990,"Rice Lake",-101.53972,48.00942,2065,"RICELAKE",5,0.9,0,3.02,0.53,20,0.5,2,8658,-28,"FALSE","Kettle lake. Physiography: rolling end moraine. Surrounding vegetation: agricultural, western wheatgrass prairie.",
1991,"Rice Lake",-95.575,46.922222,2066,"RICEMNA",20,0.9,0,3.02,0.53,20,0.5,2,951,-12,"FALSE","Kettle lake. Physiography: Alexandria Moraine complex, rolling.",
1991,"Rice Lake",-95.575,46.922222,3568,"RICEMNB",50,0.9,0,3.02,0.53,15,0.5,2,380,-14,"FALSE","Kettle lake. Physiography: Alexandria Moraine complex, rolling.",
2191,"Lac des Roches Moutonn�es",-64.816667,56.766667,2267,"ROCHMOUT",50,0.9,0,3.02,0.53,15,0.5,2,3615,2536,"FALSE","NA",
2194,"Rogers Lake",-72.29915,41.3525,2270,"ROGERSLK",50,0.9,0,3.02,0.53,15,0.5,2,11897,74,"FALSE","Two basin lake. Physiography: irregular topography. Surrounding vegetation: oak, maple, hickory, birch, ash.",
2225,"Lake RS36",-95.066667,72.583333,2303,"RS36",100,0.9,0,3.02,0.53,5,0.5,2,8409,843,"FALSE","Lake. Physiography: Somerset Island. Surrounding vegetation: dwarf shrub tundra.",
2235,"Rutz Lake",-93.858975,44.87083,2314,"RUTZLAKE",5,0.9,0,3.02,0.53,20,0.5,2,10782,56,"FALSE","Kettle lake. Physiography: gently rolling moraine (Des Moines Lobe). Surrounding vegetation: agricultural.",
2239,"Ryerse Lake",-85.179167,46.131944,2318,"RYERSE",100,0.9,0,3.02,0.53,5,0.5,2,9474,566,"FALSE","NA",
2240,"Lac au Sable",-66.216667,51.4,2319,"SABLE",10,0.9,0,3.02,0.53,20,0.5,2,5968,5621,"FALSE","Moderate relief, stream-fed lake. Physiography: Laurentide Massif. Surrounding vegetation: black spruce, balsam fir.",
2241,"Sagehen Marsh",-108.503889,37.473889,2320,"SAGEHEN1",20,0.9,0,3.02,0.53,5,0.5,2,247,1,"FALSE","Small marsh. Physiography: Rocky Mountains. Surrounding vegetation: Artemisia/Pinus/Juniperus/Quercus.",
2257,"Sandy Cove Pond",-57.716667,54.4,2337,"SANDYCOV",20,0.9,0,3.02,0.53,20,0.5,2,5048,4011,"FALSE","NA",
2258,"San Joaquin Marsh",-117.858333,33.658333,2338,"SANJOAQ",10,0.9,0,3.02,0.53,20,0.5,2,2931,-39,"FALSE","Salt marsh. Physiography: coastal. Surrounding vegetation: salt marsh, urban.",
2267,"Lake Site South Burin Peninsula",-55.6125,46.919444,2347,"SBURIN",100,0.9,0,3.02,0.53,10,0.5,2,14494,12369,"FALSE","NA",
2270,"Screaming Yellowlegs Pond",-151.416667,67.583333,2351,"SCREAMIN",100,0.9,0,3.02,0.53,10,0.5,2,15591,150,"FALSE","Kettle lake. Physiography: mountainous. Surrounding vegetation: black spruce muskeg.",
2274,"Seidel",-87.515556,44.45,2355,"SEIDEL01",20,0.9,0,3.02,0.53,20,0.5,2,10745,10031,"FALSE","Lake in enclosed hollow. Physiography: ground moraine of the Valders substage. Surrounding vegetation: agricultural/Alnus/Cornus/Betula/Larix.",
2293,"Shagawa Lake",-91.866667,47.916667,2375,"SHAGAWA",20,0.9,1,3.02,0.53,15,0.5,2,697,-15,"FALSE","LGLA. Physiography: rolling glacial moriane and bedrock.",
2296,"Mont Shefford",-72.584722,45.358889,2378,"SHE",10,0.9,0,3.02,0.53,20,0.5,2,4101,62,"FALSE","Red maple - Balsam fir Carr. Physiography: central depression on monteregian hill. Surrounding vegetation: Tilio - Aceretum sacchari.",
2304,"Silver Lake",-74.98612,41.25182,2386,"SILVERPA",50,0.9,0,3.02,0.53,5,0.5,2,219,-15,"FALSE","Lake. Physiography: glaciated mountains. Surrounding vegetation: mixed deciduous/coniferous forest.",
2312,"Cenote San Jose Chulchaca",-90.133333,20.866667,2396,"SJ92",50,0.9,0,3.02,0.53,5,0.5,2,779,10,"FALSE","Small Cenote. Physiography: karst plain. Surrounding vegetation: secondary thorn scrub.",
2492,"Slough Creek Pond",-110.35,44.933333,2576,"SLOUGHCK",20,0.9,0,3.02,0.53,20,0.5,2,2891,-41,"FALSE","Kettle lake. Physiography: Lamar River Valley, mountainous. Surrounding vegetation: Pseudotsuga parkland.",
2502,"Spirit Lake",-86.958333,46.47,2586,"SPIRIT",20,0.9,0,3.02,0.53,20,0.5,2,3786,-19,"FALSE","Lake with floating mat.",
2503,"Splains Gulch",-107.068889,38.832778,2587,"SPLAINSG",20,0.9,0,3.02,0.53,20,0.5,2,6474,6072,"FALSE","Sedge peat fen bisected by small stream. Physiography:  small basin in glaciated mountains. Surrounding vegetation: Picea engelmannii-Abies lasiocarpa.",
2508,"Spruce Pond",-74.1833,41.23687,2593,"SPRUCE",50,0.9,0,3.02,0.53,15,0.5,2,10330,139,"FALSE","Small kettle lake. Physiography: Hudson Highlands. Surrounding vegetation Quercus, Betula, Acer, Fagus, and Liriodendron.",
2512,"Stages Pond",-82.9375,39.668056,2598,"STAGESPD",5,0.9,0,3.02,0.53,20,0.5,2,4026,80,"FALSE","Kettle lake with sedge border. Physiography: dead ice moraine. Surrounding vegetation: Salix/Cephalanthus/Carex.",
2534,"Tamarack Creek",-91.45,44.15,2624,"TAMARACK",10,0.9,1,3.02,0.53,15,0.5,2,2188,35,"FALSE","NA",
2535,"Tangle Lakes",-146.063333,63.029444,2625,"TANGLE",10,0.9,0,3.02,0.53,20,0.5,2,3030,152,"FALSE","Small lake. Physiography: Gulkana Upland. Surrounding vegetation: Betula/Ericales/Spirea/Picea/Populus.",
2536,"Tannersville Bog",-75.263845,41.038875,15866,"TANBOG07",5,0.9,0,3.02,0.53,20,0.5,2,5677,-14,"FALSE","Poor fen dominated by black spruce (Picea mariana), tamarack (Larix laricina), and an understory of ericaceous shrubs and Sphagnum mosses",
2538,"Williams Street Bog",-71.066667,41.9,2628,"TAUNTON",50,0.9,0,3.02,0.53,15,0.5,2,10792,10167,"FALSE","Bog in kettlehole. Surrounding vegetation: urban.",
2540,"Taylor Creek Site 2",-80.643889,25.205556,3782,"TAYCRK2B",50,0.9,0,3.02,0.53,20,0.5,2,345,-25,"FALSE","Dwarf Rhizophora/wet prairie. Physiography: coastal plain. Surrounding vegetation: dwarf Rhizophora scrub forest.",
2541,"Taylor Lake",-123.906667,46.100556,2631,"TAYLOR",20,0.9,0,3.02,0.53,20,0.5,2,3747,-44,"FALSE","Dune dammed lake. Physiography: Clatsop Plain. Surrounding vegetation: conifers, understory ferns/berries.",
2542,"Taylor Slough Site 15",-80.687222,25.201944,2632,"TAYLSL15",20,0.9,0,3.02,0.53,5,0.5,2,333,-41,"FALSE","Cladium marsh with Rhizophora. Physiography: coastal plain. Surrounding vegetation: Cladium marsh.",
2543,"Taylor Slough Site 7",-80.646389,25.287222,2633,"TAYLSL7",50,0.9,0,3.02,0.53,10,0.5,2,529,-35,"FALSE","(short) Cladium marsh with Rhizophora. Physiography: coastal plain. Surrounding vegetation: Cladium marsh.",
2553,"Tioga Pass Pond",-119.258333,37.908333,2644,"TIOGA",50,0.9,0,3.02,0.53,10,0.5,2,3076,1647,"FALSE","Kettle pond. Physiography: Sierra Nevada mountains. Surrounding vegetation: Pinus contorta, P. albicaulis.",
2555,"Thompson Landing",-110.791667,63.066667,2646,"TLANDING",50,0.9,0,3.02,0.53,15,0.5,2,4259,3523,"FALSE","Peat cliff on edge of unnamed lake. Physiography: low relief. Surrounding vegetation: tundra.",
2578,"Tuskegee Pond",-84.210556,35.584722,2673,"TUSKEGEE",10,0.9,0,3.02,0.53,20,0.5,2,589,9,"FALSE","Pond in scourpool of aban. river channel. Physiography: third terrace above Little Tennessee R.. Surrounding vegetation: agricultural, 2nd growth oak-hickory.",
2785,"Twin Lakes",-108.10256,37.46906,2880,"TWINLAKE",20,0.9,0,3.02,0.53,5,0.5,2,7940,-22,"FALSE","Depression in headward end of landslide. Physiography: La Plata Mountains. Surrounding vegetation: engelmann spruce/subalpine fir.",
2792,"Upper Graven Lake",-95.306944,46.184444,2888,"UPGRAVEN",20,0.9,0,3.02,0.53,20,0.5,2,2886,38,"FALSE","Kettle lake in Parkers Prairie sandplain. Physiography: outwash plain, local relief 6 m. Surrounding vegetation: oak woodland.",
2805,"Valhalla Hollow",-74.370833,44.308611,2902,"VALHALLA",50,0.9,0,3.02,0.53,5,0.5,2,320,-43,"FALSE","Small hollow, 9x10 m. Physiography: kettlehole in outwash train. Surrounding vegetation: Pin strobus/Bet pap/Abies bals forest.",
2829,"Waubashene Nippissing Transgression Site",-79.68,44.78,2926,"WAUB",5,0.9,0,3.02,0.53,20,0.5,2,7295,6349,"FALSE","NA",
2846,"Water Conservation Area 2A, Site 2 (Site F1)",-80.370556,26.359722,2943,"WCA2AF1",10,0.9,0,3.02,0.53,5,0.5,2,235,-40,"FALSE","Typha marsh. Physiography: coastal plain. Surrounding vegetation: Typha marsh.",
2847,"Water Conservation Area 2A, Site 3 (Site U3)",-80.411389,26.2875,2944,"WCA2AU3",20,0.9,0,3.02,0.53,10,0.5,2,908,-36,"FALSE","Cladium marsh. Physiography: coastal plain. Surrounding vegetation: Cladium marsh.",
2848,"Water Conservation Area 3A, Site 4 (CA315 (AAS))",-80.6688,25.974,2945,"WCA3A15",50,0.9,0,3.02,0.53,5,0.5,2,689,-37,"FALSE","Cladium marsh with Nymphaea. Physiography: coastal plain. Surrounding vegetation: Cladium marsh.",
2851,"Wentzel's Pond",-94.95,46.95,2948,"WENTZEL",50,0.9,0,3.02,0.53,20,0.5,2,906,-29,"FALSE","Pond in meltwater channel. Physiography: Park Rapids Outwash Plain. Surrounding vegetation: Pinus banksiana, Quercus macrocarpa.",
2855,"White Lily Lake",-93.102778,46.086111,3841,"WHITLILY",50,0.9,0,3.02,0.53,20,0.5,2,9360,9275,"FALSE","Ice block depression, kettle lake. Physiography: McGrath Till Plain, gently rolling.",
2862,"Winneconnet Pond",-71.116667,41.966667,2959,"WINNE",20,0.9,0,3.02,0.53,20,0.5,2,9803,2795,"FALSE","NA",
2933,"Wolsfeld Lake",-93.57276,45.005015,3031,"WOLSFELD",50,0.9,0,3.02,0.53,20,0.5,2,7877,-25,"FALSE","Kettle lake. Physiography: rolling stagnation moraine. Surrounding vegetation: elm-maple-basswood-oak forest.",
2934,"Wolverine Lake",-85.661111,46.429167,3032,"WOLVERIN",50,0.9,1,3.02,0.53,10,0.5,2,1834,-22,"FALSE","NA",
2941,"Woski Pond",-119.625,37.725,3039,"WOSKI",10,0.9,0,3.02,0.53,20,0.5,2,1060,-35,"FALSE","Cutoff meander of Merced River. Physiography: glacial valley bottom. Surrounding vegetation: Pinus/Calocedrus/Quercus/Alnus/Rubus.",
2948,"Yellow Dog Pond",-87.95,46.75,3047,"YELLOWDG",20,0.9,0,3.02,0.53,15,0.5,2,4444,2453,"FALSE","NA",
2954,"Pretty Lake",-85.25,41.583056,3563,"PRETTYLK",50,0.9,0,3.02,0.53,15,0.5,2,3511,111,"FALSE","Kettle lake. Physiography: broad (Dekalb)lowland of moderate relief. Surrounding vegetation: cultivation/Quercus/Carya/Acer/Populus.",
2956,"Canyon Lake",-87.921389,46.833333,15682,"CANYONMI",20,0.9,0,3.02,0.53,20,0.5,2,7191,-6,"FALSE","NA",
2959,"Basswood Road Lake/Splan Pond",-67.330556,45.255556,3058,"BASSWOOD",50,0.9,0,3.02,0.53,10,0.5,2,3590,11,"FALSE","Small steep sided lake. Physiography: broad rolling lowlands, Appalachian Prov. Surrounding vegetation: Betula, Pinus, Abies, Acer, Picea.",
2959,"Basswood Road Lake/Splan Pond",-67.330556,45.255556,3775,"SPLANPD",20,0.9,0,3.02,0.53,15,0.5,2,12953,12305,"FALSE","Small steep sided lake. Physiography: broad rolling lowlands, Appalachian Prov. Surrounding vegetation: Betula, Pinus, Abies, Acer, Picea.",
3529,"Aino Pond",-71.926667,42.679722,4557,"AINOPOND",5,0.9,0,3.02,0.53,20,0.5,2,1054,-33,"FALSE","Kettle lake. Physiography: central uplands.",
3530,"Dead Frog Pond",-72.508611,42.574444,4558,"DEADFROG",50,0.9,0,3.02,0.53,5,0.5,2,167,-33,"FALSE","Bog. Physiography: sandy outwash. Surrounding vegetation: pitch pine, scrub oak.",
5192,"Little Salt Spring",-82.23333333,27.075,17285,"GDF141",100,0.9,0,3.02,0.53,10,0.5,2,9275,15,"FALSE","Karstic sinkhole. Physiography: Buried Tampa limestone. Surrounding vegetation: Sabal palm, red bay, oak, holly, fern.",
6505,"Northeast Shark River Slough",-80.58386,25.74642,10967,"NESRS",100,0.9,0,3.02,0.53,5,0.5,2,5472,-54,"FALSE","Cladium ridge in Northeast Shark River Slough in the Everglades.",
7529,"Little Dollar Lake",-85.3082,46.186,12001,"LTDOLLAR",50,0.9,1,3.02,0.53,5,0.5,2,642,-20,"FALSE","Little Dollar Lake lies in a shallow depression in an area of kettle and kame topography. Surrounding vegetation: Northern hardwoods forest dominated by Acer saccharum. Also Betula sp., Fagus grandifolia, Pinus sp., Acer rubrum, Abies balsamea, Tsuga canadensis. Prunus serotina, Pice glauca, and Tilia americana. Among the shrubs and small trees are Acer sp., Lonicera sp., Sorbus americana, and vaccinium sp. In the herb layer are Pteridium aquilinum, Cornus canadensis, Viola sp., Botrychium virginianum, Lycopodium sp., Linnaea borealis. The lake is bordered by a fen.",
7548,"R�a Lagartos",-88.0865,21.5661,12023,"LAGARTOS",50,0.9,0,3.02,0.53,20,0.5,2,3206,-26,"FALSE","Coastal lagoon. Local vegetation: Metopium brownei, Bursera simaruba, Haematoxylum campechianum, Conocarpus erectus, Plumeria sp., and Bravaisia sp. Physiography: coastal plain. Located 5.4 km from the Gulf of Mexico.",
8551,"Sharkey Lake",-93.4132,44.5924,13029,"SHARKEY",20,0.9,0,3.02,0.53,10,0.5,2,9088,603,"FALSE","Kettle lake. Physiography: stagnation moraine. Surrounding vegetation: oak woodland, agriculture.",
